Gene stable ID,Zebrafish gene stable ID
ENSRNOG00000038459,ENSDARG00000101661
ENSRNOG00000001229,ENSDARG00000036558
ENSRNOG00000001229,ENSDARG00000095901
ENSRNOG00000047374,ENSDARG00000043094
ENSRNOG00000007229,ENSDARG00000044685
ENSRNOG00000007229,ENSDARG00000102756
ENSRNOG00000012579,ENSDARG00000002391
ENSRNOG00000004131,ENSDARG00000062748
ENSRNOG00000004131,ENSDARG00000060184
ENSRNOG00000039214,ENSDARG00000078891
ENSRNOG00000000073,ENSDARG00000008765
ENSRNOG00000017556,ENSDARG00000069254
ENSRNOG00000017146,ENSDARG00000036168
ENSRNOG00000021787,ENSDARG00000088123
ENSRNOG00000047279,ENSDARG00000099824
ENSRNOG00000000307,ENSDARG00000011809
ENSRNOG00000036686,ENSDARG00000102531
ENSRNOG00000060811,ENSDARG00000102217
ENSRNOG00000004726,ENSDARG00000002552
ENSRNOG00000004726,ENSDARG00000018530
ENSRNOG00000048970,ENSDARG00000073718
ENSRNOG00000036816,ENSDARG00000009534
ENSRNOG00000023546,ENSDARG00000041065
ENSRNOG00000021758,ENSDARG00000045680
ENSRNOG00000016910,ENSDARG00000068370
ENSRNOG00000037219,ENSDARG00000007129
ENSRNOG00000037219,ENSDARG00000102377
ENSRNOG00000012911,ENSDARG00000021991
ENSRNOG00000005907,ENSDARG00000027938
ENSRNOG00000024119,ENSDARG00000056230
ENSRNOG00000024119,ENSDARG00000057117
ENSRNOG00000047123,ENSDARG00000071567
ENSRNOG00000000662,ENSDARG00000059028
ENSRNOG00000019975,ENSDARG00000043797
ENSRNOG00000007043,ENSDARG00000075057
ENSRNOG00000001752,ENSDARG00000071491
ENSRNOG00000009080,ENSDARG00000011175
ENSRNOG00000059683,ENSDARG00000053453
ENSRNOG00000059683,ENSDARG00000010957
ENSRNOG00000055316,ENSDARG00000086888
ENSRNOG00000008163,ENSDARG00000022315
ENSRNOG00000036911,ENSDARG00000098551
ENSRNOG00000036911,ENSDARG00000079496
ENSRNOG00000046468,ENSDARG00000074016
ENSRNOG00000036692,ENSDARG00000025478
ENSRNOG00000005792,ENSDARG00000019135
ENSRNOG00000005792,ENSDARG00000060211
ENSRNOG00000006855,ENSDARG00000044167
ENSRNOG00000001578,ENSDARG00000059276
ENSRNOG00000047089,ENSDARG00000037906
ENSRNOG00000015439,ENSDARG00000102200
ENSRNOG00000015567,ENSDARG00000058780
ENSRNOG00000016544,ENSDARG00000060415
ENSRNOG00000060899,ENSDARG00000033501
ENSRNOG00000061508,ENSDARG00000076768
ENSRNOG00000061508,ENSDARG00000115013
ENSRNOG00000014098,ENSDARG00000095046
ENSRNOG00000000942,ENSDARG00000031637
ENSRNOG00000029938,ENSDARG00000086927
ENSRNOG00000003131,ENSDARG00000060207
ENSRNOG00000002186,ENSDARG00000087927
ENSRNOG00000026225,ENSDARG00000074066
ENSRNOG00000026225,ENSDARG00000079880
ENSRNOG00000056377,ENSDARG00000082891
ENSRNOG00000050129,ENSDARG00000092162
ENSRNOG00000050129,ENSDARG00000074765
ENSRNOG00000050129,ENSDARG00000001470
ENSRNOG00000050129,ENSDARG00000104293
ENSRNOG00000050129,ENSDARG00000036588
ENSRNOG00000050129,ENSDARG00000088022
ENSRNOG00000050129,ENSDARG00000069471
ENSRNOG00000003984,ENSDARG00000053279
ENSRNOG00000059039,ENSDARG00000105169
ENSRNOG00000059039,ENSDARG00000085249
ENSRNOG00000058932,ENSDARG00000036855
ENSRNOG00000058932,ENSDARG00000076657
ENSRNOG00000058932,ENSDARG00000078256
ENSRNOG00000058932,ENSDARG00000076472
ENSRNOG00000001517,ENSDARG00000013128
ENSRNOG00000047019,ENSDARG00000071046
ENSRNOG00000017083,ENSDARG00000024895
ENSRNOG00000059815,ENSDARG00000081648
ENSRNOG00000014710,ENSDARG00000039406
ENSRNOG00000010815,ENSDARG00000079626
ENSRNOG00000010815,ENSDARG00000019459
ENSRNOG00000004889,ENSDARG00000027397
ENSRNOG00000007967,ENSDARG00000092713
ENSRNOG00000007967,ENSDARG00000075768
ENSRNOG00000016207,ENSDARG00000061335
ENSRNOG00000052837,ENSDARG00000040838
ENSRNOG00000052837,ENSDARG00000041592
ENSRNOG00000010870,ENSDARG00000011879
ENSRNOG00000020229,ENSDARG00000102532
ENSRNOG00000030537,ENSDARG00000043021
ENSRNOG00000048322,ENSDARG00000011235
ENSRNOG00000058579,ENSDARG00000080351
ENSRNOG00000001047,ENSDARG00000008279
ENSRNOG00000031126,ENSDARG00000059558
ENSRNOG00000030463,ENSDARG00000020814
ENSRNOG00000030463,ENSDARG00000005828
ENSRNOG00000004971,ENSDARG00000001969
ENSRNOG00000008058,ENSDARG00000087717
ENSRNOG00000059997,ENSDARG00000074410
ENSRNOG00000019205,ENSDARG00000078770
ENSRNOG00000019205,ENSDARG00000074401
ENSRNOG00000038190,ENSDARG00000063032
ENSRNOG00000006631,ENSDARG00000036571
ENSRNOG00000016321,ENSDARG00000038422
ENSRNOG00000027015,ENSDARG00000016447
ENSRNOG00000002979,ENSDARG00000079187
ENSRNOG00000013380,ENSDARG00000070434
ENSRNOG00000001260,ENSDARG00000030573
ENSRNOG00000008548,ENSDARG00000104172
ENSRNOG00000008548,ENSDARG00000014956
ENSRNOG00000013178,ENSDARG00000062933
ENSRNOG00000017040,ENSDARG00000005218
ENSRNOG00000048495,ENSDARG00000022410
ENSRNOG00000014027,ENSDARG00000034227
ENSRNOG00000021380,ENSDARG00000091503
ENSRNOG00000019854,ENSDARG00000009313
ENSRNOG00000006503,ENSDARG00000059885
ENSRNOG00000031665,ENSDARG00000016918
ENSRNOG00000009311,ENSDARG00000025670
ENSRNOG00000004137,ENSDARG00000069184
ENSRNOG00000002036,ENSDARG00000062361
ENSRNOG00000048758,ENSDARG00000040440
ENSRNOG00000001704,ENSDARG00000087646
ENSRNOG00000004777,ENSDARG00000008740
ENSRNOG00000010737,ENSDARG00000018460
ENSRNOG00000034164,ENSDARG00000091584
ENSRNOG00000034164,ENSDARG00000001559
ENSRNOG00000003176,ENSDARG00000069252
ENSRNOG00000015505,ENSDARG00000090560
ENSRNOG00000055493,ENSDARG00000117203
ENSRNOG00000057533,ENSDARG00000116745
ENSRNOG00000057533,ENSDARG00000081943
ENSRNOG00000057533,ENSDARG00000113571
ENSRNOG00000057533,ENSDARG00000084991
ENSRNOG00000006460,ENSDARG00000100376
ENSRNOG00000005468,ENSDARG00000025332
ENSRNOG00000027929,ENSDARG00000103961
ENSRNOG00000026204,ENSDARG00000091768
ENSRNOG00000017810,ENSDARG00000027491
ENSRNOG00000023549,ENSDARG00000110032
ENSRNOG00000003235,ENSDARG00000004115
ENSRNOG00000009022,ENSDARG00000031345
ENSRNOG00000008915,ENSDARG00000077377
ENSRNOG00000021113,ENSDARG00000101332
ENSRNOG00000034195,ENSDARG00000099980
ENSRNOG00000015393,ENSDARG00000059775
ENSRNOG00000010537,ENSDARG00000053200
ENSRNOG00000047108,ENSDARG00000103019
ENSRNOG00000011969,ENSDARG00000114086
ENSRNOG00000050607,ENSDARG00000037946
ENSRNOG00000008474,ENSDARG00000038865
ENSRNOG00000048523,ENSDARG00000014867
ENSRNOG00000012641,ENSDARG00000021974
ENSRNOG00000016286,ENSDARG00000076056
ENSRNOG00000008659,ENSDARG00000075673
ENSRNOG00000008659,ENSDARG00000104295
ENSRNOG00000048613,ENSDARG00000060124
ENSRNOG00000047118,ENSDARG00000077614
ENSRNOG00000004787,ENSDARG00000008852
ENSRNOG00000020363,ENSDARG00000038005
ENSRNOG00000048831,ENSDARG00000059582
ENSRNOG00000048831,ENSDARG00000098790
ENSRNOG00000011891,ENSDARG00000043465
ENSRNOG00000011706,ENSDARG00000068220
ENSRNOG00000011706,ENSDARG00000094681
ENSRNOG00000011706,ENSDARG00000068221
ENSRNOG00000011706,ENSDARG00000021720
ENSRNOG00000011706,ENSDARG00000054202
ENSRNOG00000051619,ENSDARG00000102490
ENSRNOG00000051619,ENSDARG00000096748
ENSRNOG00000051619,ENSDARG00000003797
ENSRNOG00000017645,ENSDARG00000002589
ENSRNOG00000017645,ENSDARG00000053254
ENSRNOG00000058386,ENSDARG00000022795
ENSRNOG00000058386,ENSDARG00000059308
ENSRNOG00000048981,ENSDARG00000028664
ENSRNOG00000048981,ENSDARG00000100317
ENSRNOG00000006478,ENSDARG00000034930
ENSRNOG00000006478,ENSDARG00000057792
ENSRNOG00000013194,ENSDARG00000028469
ENSRNOG00000005652,ENSDARG00000053454
ENSRNOG00000047853,ENSDARG00000101085
ENSRNOG00000050111,ENSDARG00000075619
ENSRNOG00000004048,ENSDARG00000006169
ENSRNOG00000020426,ENSDARG00000062801
ENSRNOG00000020426,ENSDARG00000063417
ENSRNOG00000006946,ENSDARG00000013390
ENSRNOG00000054227,ENSDARG00000028106
ENSRNOG00000055012,ENSDARG00000104401
ENSRNOG00000055012,ENSDARG00000075192
ENSRNOG00000042526,ENSDARG00000102332
ENSRNOG00000042526,ENSDARG00000012467
ENSRNOG00000042526,ENSDARG00000101364
ENSRNOG00000042526,ENSDARG00000089361
ENSRNOG00000042526,ENSDARG00000090185
ENSRNOG00000017048,ENSDARG00000037946
ENSRNOG00000019455,ENSDARG00000013726
ENSRNOG00000024073,ENSDARG00000076609
ENSRNOG00000006355,ENSDARG00000099635
ENSRNOG00000019050,ENSDARG00000043584
ENSRNOG00000019050,ENSDARG00000007467
ENSRNOG00000019050,ENSDARG00000088069
ENSRNOG00000019050,ENSDARG00000056976
ENSRNOG00000019050,ENSDARG00000090977
ENSRNOG00000019050,ENSDARG00000071012
ENSRNOG00000019050,ENSDARG00000057173
ENSRNOG00000019050,ENSDARG00000090537
ENSRNOG00000017039,ENSDARG00000104947
ENSRNOG00000017039,ENSDARG00000109648
ENSRNOG00000017039,ENSDARG00000111882
ENSRNOG00000017039,ENSDARG00000098799
ENSRNOG00000017039,ENSDARG00000103769
ENSRNOG00000017039,ENSDARG00000099068
ENSRNOG00000017039,ENSDARG00000074322
ENSRNOG00000010882,ENSDARG00000042995
ENSRNOG00000050104,ENSDARG00000054456
ENSRNOG00000000564,ENSDARG00000067831
ENSRNOG00000022599,ENSDARG00000100419
ENSRNOG00000016190,ENSDARG00000023583
ENSRNOG00000054757,ENSDARG00000027797
ENSRNOG00000054757,ENSDARG00000061445
ENSRNOG00000053772,ENSDARG00000052656
ENSRNOG00000053772,ENSDARG00000074732
ENSRNOG00000053772,ENSDARG00000088023
ENSRNOG00000053772,ENSDARG00000090945
ENSRNOG00000004263,ENSDARG00000019300
ENSRNOG00000010983,ENSDARG00000068460
ENSRNOG00000018850,ENSDARG00000068421
ENSRNOG00000020355,ENSDARG00000078266
ENSRNOG00000006444,ENSDARG00000008447
ENSRNOG00000003778,ENSDARG00000052775
ENSRNOG00000059445,ENSDARG00000077549
ENSRNOG00000005957,ENSDARG00000073952
ENSRNOG00000002199,ENSDARG00000034600
ENSRNOG00000023455,ENSDARG00000052025
ENSRNOG00000054724,ENSDARG00000015236
ENSRNOG00000009385,ENSDARG00000017757
ENSRNOG00000024568,ENSDARG00000074552
ENSRNOG00000046283,ENSDARG00000070028
ENSRNOG00000047551,ENSDARG00000089390
ENSRNOG00000001189,ENSDARG00000058606
ENSRNOG00000018522,ENSDARG00000001578
ENSRNOG00000032160,ENSDARG00000103433
ENSRNOG00000007539,ENSDARG00000004952
ENSRNOG00000007088,ENSDARG00000099652
ENSRNOG00000011704,ENSDARG00000071259
ENSRNOG00000005247,ENSDARG00000003592
ENSRNOG00000027592,ENSDARG00000104632
ENSRNOG00000038478,ENSDARG00000099175
ENSRNOG00000038478,ENSDARG00000030479
ENSRNOG00000002312,ENSDARG00000078887
ENSRNOG00000010472,ENSDARG00000073962
ENSRNOG00000016385,ENSDARG00000059763
ENSRNOG00000020744,ENSDARG00000012389
ENSRNOG00000046143,ENSDARG00000057531
ENSRNOG00000019955,ENSDARG00000079249
ENSRNOG00000007765,ENSDARG00000018383
ENSRNOG00000001762,ENSDARG00000011233
ENSRNOG00000001762,ENSDARG00000004492
ENSRNOG00000015896,ENSDARG00000079578
ENSRNOG00000015896,ENSDARG00000045930
ENSRNOG00000003734,ENSDARG00000078865
ENSRNOG00000003734,ENSDARG00000075735
ENSRNOG00000019012,ENSDARG00000060210
ENSRNOG00000055295,ENSDARG00000055976
ENSRNOG00000017508,ENSDARG00000075461
ENSRNOG00000016695,ENSDARG00000017676
ENSRNOG00000017195,ENSDARG00000009170
ENSRNOG00000015691,ENSDARG00000073900
ENSRNOG00000010232,ENSDARG00000070625
ENSRNOG00000017786,ENSDARG00000076126
ENSRNOG00000017786,ENSDARG00000036371
ENSRNOG00000017786,ENSDARG00000055618
ENSRNOG00000017786,ENSDARG00000042535
ENSRNOG00000015768,ENSDARG00000106491
ENSRNOG00000015768,ENSDARG00000078991
ENSRNOG00000055714,ENSDARG00000019001
ENSRNOG00000055714,ENSDARG00000017023
ENSRNOG00000002040,ENSDARG00000020009
ENSRNOG00000046426,ENSDARG00000090489
ENSRNOG00000016208,ENSDARG00000093799
ENSRNOG00000010407,ENSDARG00000070654
ENSRNOG00000032777,ENSDARG00000102317
ENSRNOG00000011559,ENSDARG00000099510
ENSRNOG00000011559,ENSDARG00000029856
ENSRNOG00000046991,ENSDARG00000030981
ENSRNOG00000054459,ENSDARG00000033436
ENSRNOG00000049324,ENSDARG00000089354
ENSRNOG00000006278,ENSDARG00000005015
ENSRNOG00000006278,ENSDARG00000070560
ENSRNOG00000000961,ENSDARG00000091241
ENSRNOG00000002403,ENSDARG00000042055
ENSRNOG00000002403,ENSDARG00000023053
ENSRNOG00000051858,ENSDARG00000037350
ENSRNOG00000013733,ENSDARG00000101316
ENSRNOG00000046585,ENSDARG00000007323
ENSRNOG00000046585,ENSDARG00000016255
ENSRNOG00000024863,ENSDARG00000012432
ENSRNOG00000037211,ENSDARG00000062187
ENSRNOG00000007806,ENSDARG00000103858
ENSRNOG00000007806,ENSDARG00000100339
ENSRNOG00000007806,ENSDARG00000045989
ENSRNOG00000007806,ENSDARG00000073876
ENSRNOG00000007806,ENSDARG00000070472
ENSRNOG00000007806,ENSDARG00000074210
ENSRNOG00000007806,ENSDARG00000113899
ENSRNOG00000004823,ENSDARG00000024874
ENSRNOG00000004823,ENSDARG00000076213
ENSRNOG00000006049,ENSDARG00000005883
ENSRNOG00000006049,ENSDARG00000075904
ENSRNOG00000003247,ENSDARG00000024124
ENSRNOG00000018105,ENSDARG00000063049
ENSRNOG00000018105,ENSDARG00000095445
ENSRNOG00000052070,ENSDARG00000076933
ENSRNOG00000024352,ENSDARG00000062987
ENSRNOG00000002970,ENSDARG00000067608
ENSRNOG00000023612,ENSDARG00000061355
ENSRNOG00000009316,ENSDARG00000061769
ENSRNOG00000009316,ENSDARG00000109233
ENSRNOG00000001298,ENSDARG00000003697
ENSRNOG00000028156,ENSDARG00000056228
ENSRNOG00000028156,ENSDARG00000057125
ENSRNOG00000046657,ENSDARG00000035559
ENSRNOG00000013057,ENSDARG00000005993
ENSRNOG00000013057,ENSDARG00000100918
ENSRNOG00000005149,ENSDARG00000059806
ENSRNOG00000005149,ENSDARG00000015290
ENSRNOG00000018291,ENSDARG00000043644
ENSRNOG00000019162,ENSDARG00000034633
ENSRNOG00000013583,ENSDARG00000104493
ENSRNOG00000023521,ENSDARG00000055672
ENSRNOG00000020710,ENSDARG00000052617
ENSRNOG00000017843,ENSDARG00000037835
ENSRNOG00000027212,ENSDARG00000045038
ENSRNOG00000003745,ENSDARG00000007823
ENSRNOG00000048470,ENSDARG00000032296
ENSRNOG00000030225,ENSDARG00000029063
ENSRNOG00000028629,ENSDARG00000111014
ENSRNOG00000053353,ENSDARG00000081799
ENSRNOG00000053353,ENSDARG00000081972
ENSRNOG00000038319,ENSDARG00000054934
ENSRNOG00000038319,ENSDARG00000044544
ENSRNOG00000038319,ENSDARG00000004167
ENSRNOG00000038319,ENSDARG00000035257
ENSRNOG00000038319,ENSDARG00000099728
ENSRNOG00000011585,ENSDARG00000033840
ENSRNOG00000011585,ENSDARG00000087709
ENSRNOG00000008364,ENSDARG00000104702
ENSRNOG00000061587,ENSDARG00000019715
ENSRNOG00000023020,ENSDARG00000052190
ENSRNOG00000060570,ENSDARG00000083417
ENSRNOG00000060570,ENSDARG00000080410
ENSRNOG00000014188,ENSDARG00000008068
ENSRNOG00000056028,ENSDARG00000076891
ENSRNOG00000017438,ENSDARG00000099732
ENSRNOG00000017438,ENSDARG00000102564
ENSRNOG00000058877,ENSDARG00000060094
ENSRNOG00000016591,ENSDARG00000002720
ENSRNOG00000046587,ENSDARG00000104984
ENSRNOG00000025370,ENSDARG00000058154
ENSRNOG00000008992,ENSDARG00000077715
ENSRNOG00000003476,ENSDARG00000061165
ENSRNOG00000033734,ENSDARG00000100694
ENSRNOG00000033734,ENSDARG00000020610
ENSRNOG00000056183,ENSDARG00000080351
ENSRNOG00000037718,ENSDARG00000101679
ENSRNOG00000039517,ENSDARG00000063372
ENSRNOG00000039517,ENSDARG00000061835
ENSRNOG00000045892,ENSDARG00000014106
ENSRNOG00000003992,ENSDARG00000091140
ENSRNOG00000018345,ENSDARG00000007216
ENSRNOG00000042189,ENSDARG00000115832
ENSRNOG00000001658,ENSDARG00000058985
ENSRNOG00000030101,ENSDARG00000011262
ENSRNOG00000013962,ENSDARG00000073769
ENSRNOG00000006778,ENSDARG00000091557
ENSRNOG00000005670,ENSDARG00000094959
ENSRNOG00000005670,ENSDARG00000117123
ENSRNOG00000005670,ENSDARG00000114377
ENSRNOG00000005670,ENSDARG00000079185
ENSRNOG00000005670,ENSDARG00000069998
ENSRNOG00000005670,ENSDARG00000079154
ENSRNOG00000005670,ENSDARG00000002797
ENSRNOG00000005670,ENSDARG00000101453
ENSRNOG00000005670,ENSDARG00000100364
ENSRNOG00000005670,ENSDARG00000104193
ENSRNOG00000005670,ENSDARG00000111323
ENSRNOG00000005670,ENSDARG00000078178
ENSRNOG00000005670,ENSDARG00000105044
ENSRNOG00000005670,ENSDARG00000090501
ENSRNOG00000005670,ENSDARG00000109683
ENSRNOG00000015898,ENSDARG00000012196
ENSRNOG00000050240,ENSDARG00000102898
ENSRNOG00000003883,ENSDARG00000013542
ENSRNOG00000050087,ENSDARG00000093007
ENSRNOG00000021128,ENSDARG00000031438
ENSRNOG00000050326,ENSDARG00000001999
ENSRNOG00000020904,ENSDARG00000053959
ENSRNOG00000004477,ENSDARG00000103225
ENSRNOG00000004477,ENSDARG00000044492
ENSRNOG00000018718,ENSDARG00000027428
ENSRNOG00000046772,ENSDARG00000075296
ENSRNOG00000029173,ENSDARG00000010244
ENSRNOG00000027026,ENSDARG00000056793
ENSRNOG00000027026,ENSDARG00000102551
ENSRNOG00000010152,ENSDARG00000058940
ENSRNOG00000031728,ENSDARG00000056491
ENSRNOG00000001284,ENSDARG00000102976
ENSRNOG00000001284,ENSDARG00000037760
ENSRNOG00000010106,ENSDARG00000078981
ENSRNOG00000010106,ENSDARG00000075956
ENSRNOG00000050317,ENSDARG00000004055
ENSRNOG00000011053,ENSDARG00000026548
ENSRNOG00000004424,ENSDARG00000002690
ENSRNOG00000051532,ENSDARG00000084828
ENSRNOG00000003782,ENSDARG00000058352
ENSRNOG00000003782,ENSDARG00000058390
ENSRNOG00000046460,ENSDARG00000044072
ENSRNOG00000014726,ENSDARG00000069029
ENSRNOG00000028543,ENSDARG00000013750
ENSRNOG00000028543,ENSDARG00000022456
ENSRNOG00000007454,ENSDARG00000073781
ENSRNOG00000036364,ENSDARG00000082451
ENSRNOG00000008314,ENSDARG00000008805
ENSRNOG00000035614,ENSDARG00000083309
ENSRNOG00000035614,ENSDARG00000106838
ENSRNOG00000059663,ENSDARG00000062019
ENSRNOG00000018212,ENSDARG00000043084
ENSRNOG00000018212,ENSDARG00000091433
ENSRNOG00000030276,ENSDARG00000089750
ENSRNOG00000030276,ENSDARG00000087651
ENSRNOG00000030276,ENSDARG00000007836
ENSRNOG00000030276,ENSDARG00000039173
ENSRNOG00000030276,ENSDARG00000095254
ENSRNOG00000030276,ENSDARG00000095072
ENSRNOG00000030276,ENSDARG00000089806
ENSRNOG00000030276,ENSDARG00000074306
ENSRNOG00000030276,ENSDARG00000095744
ENSRNOG00000030276,ENSDARG00000079376
ENSRNOG00000030276,ENSDARG00000100833
ENSRNOG00000030276,ENSDARG00000075527
ENSRNOG00000030276,ENSDARG00000011701
ENSRNOG00000030276,ENSDARG00000094559
ENSRNOG00000006920,ENSDARG00000061749
ENSRNOG00000009439,ENSDARG00000039502
ENSRNOG00000009439,ENSDARG00000069951
ENSRNOG00000020250,ENSDARG00000069681
ENSRNOG00000009722,ENSDARG00000021405
ENSRNOG00000020022,ENSDARG00000037892
ENSRNOG00000057009,ENSDARG00000006242
ENSRNOG00000008598,ENSDARG00000003069
ENSRNOG00000052095,ENSDARG00000083738
ENSRNOG00000014052,ENSDARG00000043236
ENSRNOG00000058898,ENSDARG00000099843
ENSRNOG00000039668,ENSDARG00000003533
ENSRNOG00000005884,ENSDARG00000012144
ENSRNOG00000005884,ENSDARG00000102983
ENSRNOG00000027724,ENSDARG00000102435
ENSRNOG00000006589,ENSDARG00000071336
ENSRNOG00000017552,ENSDARG00000092954
ENSRNOG00000005115,ENSDARG00000043713
ENSRNOG00000005115,ENSDARG00000101037
ENSRNOG00000027260,ENSDARG00000040712
ENSRNOG00000017863,ENSDARG00000013207
ENSRNOG00000017863,ENSDARG00000016788
ENSRNOG00000021420,ENSDARG00000074371
ENSRNOG00000037957,ENSDARG00000062780
ENSRNOG00000001351,ENSDARG00000075123
ENSRNOG00000011541,ENSDARG00000099371
ENSRNOG00000011541,ENSDARG00000070148
ENSRNOG00000045568,ENSDARG00000012723
ENSRNOG00000045568,ENSDARG00000103834
ENSRNOG00000050241,ENSDARG00000093687
ENSRNOG00000008868,ENSDARG00000040490
ENSRNOG00000008956,ENSDARG00000057610
ENSRNOG00000009771,ENSDARG00000103903
ENSRNOG00000009771,ENSDARG00000055843
ENSRNOG00000057685,ENSDARG00000080938
ENSRNOG00000043124,ENSDARG00000052089
ENSRNOG00000048840,ENSDARG00000058212
ENSRNOG00000032192,ENSDARG00000056381
ENSRNOG00000024796,ENSDARG00000053138
ENSRNOG00000044512,ENSDARG00000085969
ENSRNOG00000047699,ENSDARG00000040046
ENSRNOG00000049361,ENSDARG00000074443
ENSRNOG00000049361,ENSDARG00000116210
ENSRNOG00000012682,ENSDARG00000103176
ENSRNOG00000012682,ENSDARG00000023362
ENSRNOG00000035483,ENSDARG00000081366
ENSRNOG00000022781,ENSDARG00000087749
ENSRNOG00000022781,ENSDARG00000091535
ENSRNOG00000016433,ENSDARG00000044304
ENSRNOG00000058202,ENSDARG00000062277
ENSRNOG00000058202,ENSDARG00000056797
ENSRNOG00000023633,ENSDARG00000045926
ENSRNOG00000023633,ENSDARG00000035904
ENSRNOG00000002730,ENSDARG00000002644
ENSRNOG00000004076,ENSDARG00000000476
ENSRNOG00000012494,ENSDARG00000110240
ENSRNOG00000056654,ENSDARG00000099161
ENSRNOG00000009207,ENSDARG00000063250
ENSRNOG00000007104,ENSDARG00000074149
ENSRNOG00000007104,ENSDARG00000014655
ENSRNOG00000011937,ENSDARG00000016769
ENSRNOG00000010363,ENSDARG00000033973
ENSRNOG00000038041,ENSDARG00000015128
ENSRNOG00000027039,ENSDARG00000109961
ENSRNOG00000030154,ENSDARG00000053530
ENSRNOG00000028411,ENSDARG00000037713
ENSRNOG00000028411,ENSDARG00000116774
ENSRNOG00000005024,ENSDARG00000053395
ENSRNOG00000005955,ENSDARG00000021383
ENSRNOG00000012832,ENSDARG00000015997
ENSRNOG00000010841,ENSDARG00000060893
ENSRNOG00000030151,ENSDARG00000090496
ENSRNOG00000030151,ENSDARG00000061479
ENSRNOG00000058733,ENSDARG00000029463
ENSRNOG00000058733,ENSDARG00000039729
ENSRNOG00000017503,ENSDARG00000101569
ENSRNOG00000021966,ENSDARG00000098359
ENSRNOG00000026440,ENSDARG00000013438
ENSRNOG00000017418,ENSDARG00000103007
ENSRNOG00000030515,ENSDARG00000061099
ENSRNOG00000030515,ENSDARG00000056910
ENSRNOG00000043113,ENSDARG00000070222
ENSRNOG00000012860,ENSDARG00000078789
ENSRNOG00000008936,ENSDARG00000104760
ENSRNOG00000014610,ENSDARG00000036809
ENSRNOG00000014610,ENSDARG00000103878
ENSRNOG00000014610,ENSDARG00000097285
ENSRNOG00000052256,ENSDARG00000087910
ENSRNOG00000016777,ENSDARG00000099593
ENSRNOG00000007125,ENSDARG00000102960
ENSRNOG00000008203,ENSDARG00000044278
ENSRNOG00000008203,ENSDARG00000037587
ENSRNOG00000015686,ENSDARG00000102372
ENSRNOG00000015686,ENSDARG00000024325
ENSRNOG00000048378,ENSDARG00000061963
ENSRNOG00000003983,ENSDARG00000025391
ENSRNOG00000009421,ENSDARG00000042853
ENSRNOG00000015477,ENSDARG00000078280
ENSRNOG00000028844,ENSDARG00000078560
ENSRNOG00000019435,ENSDARG00000078102
ENSRNOG00000019435,ENSDARG00000076702
ENSRNOG00000008157,ENSDARG00000045945
ENSRNOG00000020151,ENSDARG00000058546
ENSRNOG00000006174,ENSDARG00000055302
ENSRNOG00000013390,ENSDARG00000070698
ENSRNOG00000009761,ENSDARG00000078318
ENSRNOG00000061499,ENSDARG00000037060
ENSRNOG00000013263,ENSDARG00000062978
ENSRNOG00000060320,ENSDARG00000004328
ENSRNOG00000060320,ENSDARG00000016999
ENSRNOG00000010454,ENSDARG00000099542
ENSRNOG00000002935,ENSDARG00000076490
ENSRNOG00000009258,ENSDARG00000070228
ENSRNOG00000016580,ENSDARG00000021838
ENSRNOG00000020132,ENSDARG00000090472
ENSRNOG00000033942,ENSDARG00000034493
ENSRNOG00000022499,ENSDARG00000103907
ENSRNOG00000049853,ENSDARG00000088975
ENSRNOG00000045743,ENSDARG00000035544
ENSRNOG00000020440,ENSDARG00000019532
ENSRNOG00000033498,ENSDARG00000103118
ENSRNOG00000060202,ENSDARG00000052656
ENSRNOG00000060202,ENSDARG00000074732
ENSRNOG00000060202,ENSDARG00000088023
ENSRNOG00000060202,ENSDARG00000090945
ENSRNOG00000003889,ENSDARG00000057218
ENSRNOG00000007901,ENSDARG00000041391
ENSRNOG00000027300,ENSDARG00000061207
ENSRNOG00000017523,ENSDARG00000060153
ENSRNOG00000027628,ENSDARG00000067918
ENSRNOG00000042101,ENSDARG00000061147
