Gene stable ID,Gene name
ENSRNOG00000057218,AABR07052390.1
ENSRNOG00000041327,Mir463
ENSRNOG00000052299,AABR07061807.1
ENSRNOG00000046482,Znf750
ENSRNOG00000056112,AABR07012065.1
ENSRNOG00000049639,LOC100909784
ENSRNOG00000021702,Mcmdc2
ENSRNOG00000050643,AABR07028492.11
ENSRNOG00000055084,SNORA70
ENSRNOG00000035556,Mir379
ENSRNOG00000048237,Tcta
ENSRNOG00000049104,LOC100911256
ENSRNOG00000024114,Zdbf2
ENSRNOG00000048060,LOC100912566
ENSRNOG00000001869,Rab44
ENSRNOG00000010438,Cpt1b
ENSRNOG00000018321,Sytl3
ENSRNOG00000003738,Ush2a
ENSRNOG00000053766,Ramp3
ENSRNOG00000016623,Tmeff2
ENSRNOG00000002002,Tmprss11b
ENSRNOG00000006661,Rad51c
ENSRNOG00000006753,Tgm3
ENSRNOG00000014692,Mogat1
ENSRNOG00000009336,Mapk15
ENSRNOG00000060159,AABR07013057.1
ENSRNOG00000061753,Olr493
ENSRNOG00000053878,AABR07070335.1
ENSRNOG00000047464,AABR07060886.1
ENSRNOG00000062097,AABR07027569.3
ENSRNOG00000058788,U4
ENSRNOG00000058229,AABR07053881.1
ENSRNOG00000055631,Zfp280d
ENSRNOG00000019824,Ell
ENSRNOG00000030654,Man2c1
ENSRNOG00000055601,U4
ENSRNOG00000015581,Dnah6
ENSRNOG00000003342,AABR07037798.1
ENSRNOG00000024271,Samt4
ENSRNOG00000006241,Marchf7
ENSRNOG00000057695,7SK
ENSRNOG00000057241,AABR07057233.2
ENSRNOG00000041453,AABR07071368.1
ENSRNOG00000010873,Pithd1
ENSRNOG00000054744,7SK
ENSRNOG00000007999,Abra
ENSRNOG00000053670,AC118806.1
ENSRNOG00000039721,AC123251.1
ENSRNOG00000042133,AABR07006275.1
ENSRNOG00000011671,LOC498933
ENSRNOG00000053741,AABR07052664.1
ENSRNOG00000024689,Hopx
ENSRNOG00000055798,LOC103689958
ENSRNOG00000023551,Sp6
ENSRNOG00000037931,Plaur
ENSRNOG00000062103,AABR07020966.1
ENSRNOG00000055146,AABR07017786.1
ENSRNOG00000048143,Mir3573
ENSRNOG00000053271,AABR07058360.3
ENSRNOG00000032944,AABR07049320.1
ENSRNOG00000058431,AABR07040282.1
ENSRNOG00000060000,AC119556.1
ENSRNOG00000061622,Gm26083
ENSRNOG00000014933,Dnttip1
ENSRNOG00000018730,Nectin2
ENSRNOG00000019812,Nr1h2
ENSRNOG00000001410,Gigyf1
ENSRNOG00000010196,Glb1
ENSRNOG00000001194,Rrp1b
ENSRNOG00000058656,AABR07019387.3
ENSRNOG00000056702,AABR07067234.1
ENSRNOG00000052499,Rab27a
ENSRNOG00000013552,Scd
ENSRNOG00000018536,Pck2
ENSRNOG00000033924,AABR07071968.1
ENSRNOG00000006970,Ntn3
ENSRNOG00000042165,Colca2
ENSRNOG00000009896,Tmem199
ENSRNOG00000026344,Togaram2
ENSRNOG00000006388,Pygl
ENSRNOG00000013587,Fam135a
ENSRNOG00000016878,Plppr5
ENSRNOG00000059514,AABR07040901.1
ENSRNOG00000007907,Tmem178a
ENSRNOG00000059764,Snrpn
ENSRNOG00000020811,Il6r
ENSRNOG00000052891,U1
ENSRNOG00000006699,Mlh3
ENSRNOG00000039773,Olr1356
ENSRNOG00000051631,AABR07024907.1
ENSRNOG00000053245,AABR07005692.1
ENSRNOG00000028166,Asmtl
ENSRNOG00000059417,AABR07012291.2
ENSRNOG00000061815,AABR07047044.2
ENSRNOG00000056605,AABR07002505.1
ENSRNOG00000016774,Telo2
ENSRNOG00000052708,AC097791.2
ENSRNOG00000005278,Trhde
ENSRNOG00000012576,Selenos
ENSRNOG00000054204,Gria2
ENSRNOG00000060898,LOC100910418
ENSRNOG00000055350,U6
ENSRNOG00000046410,AC131537.2
ENSRNOG00000033706,Klk14
ENSRNOG00000046963,LOC100911801
ENSRNOG00000023768,Rundc1
ENSRNOG00000053544,AABR07070581.1
ENSRNOG00000056047,AABR07065602.2
ENSRNOG00000033855,AABR07062466.1
ENSRNOG00000052227,Olr1327
ENSRNOG00000055559,AABR07014758.1
ENSRNOG00000025584,Agap2
ENSRNOG00000026087,Igfn1
ENSRNOG00000052558,SNORD115
ENSRNOG00000003135,Fcrlb
ENSRNOG00000004700,Nxt1
ENSRNOG00000028063,Tmem38b
ENSRNOG00000054791,AABR07044988.3
ENSRNOG00000054442,AABR07036407.2
ENSRNOG00000058327,AABR07052458.1
ENSRNOG00000028211,Akap17a
ENSRNOG00000055075,AC142010.1
ENSRNOG00000020421,Fndc7
ENSRNOG00000053530,5S_rRNA
ENSRNOG00000028267,Olr744
ENSRNOG00000018019,Hspa12a
ENSRNOG00000061881,AC132760.1
ENSRNOG00000061117,AABR07031404.1
ENSRNOG00000049352,Olr1230
ENSRNOG00000018801,AC109048.1
ENSRNOG00000028517,Rhno1
ENSRNOG00000011814,Cbx3
ENSRNOG00000056196,U6
ENSRNOG00000059352,AABR07040284.1
ENSRNOG00000049293,5S_rRNA
ENSRNOG00000011310,Pde10a
ENSRNOG00000052268,AABR07054755.1
ENSRNOG00000010653,Elmsan1
ENSRNOG00000020129,Cdh3
ENSRNOG00000049037,Olr1707
ENSRNOG00000055494,AABR07014161.2
ENSRNOG00000052518,AABR07025387.1
ENSRNOG00000032241,Fscb
ENSRNOG00000033740,Lurap1l
ENSRNOG00000038047,Mt1
ENSRNOG00000048533,AABR07004025.1
ENSRNOG00000059571,SNORA62
ENSRNOG00000044645,5S_rRNA
ENSRNOG00000055974,LOC100910009
ENSRNOG00000037198,Usp18
ENSRNOG00000020705,Rnls
ENSRNOG00000025290,AABR07038029.1
ENSRNOG00000058237,AABR07017662.4
ENSRNOG00000017913,Atg16l1
ENSRNOG00000058863,AABR07033579.2
ENSRNOG00000045885,LOC100365810
ENSRNOG00000004360,Gemin2
ENSRNOG00000046799,Phb
ENSRNOG00000052361,Olr13
ENSRNOG00000009851,Slc38a9
ENSRNOG00000054285,U1
ENSRNOG00000015054,Rcbtb2
ENSRNOG00000057713,Cav2
ENSRNOG00000048181,Zfp697
ENSRNOG00000056437,Gm23787
ENSRNOG00000061239,U6
ENSRNOG00000026379,AABR07041963.1
ENSRNOG00000025145,Rmdn1
ENSRNOG00000057193,7SK
ENSRNOG00000057253,AABR07060560.3
ENSRNOG00000061727,AABR07015647.2
ENSRNOG00000056863,AABR07050116.1
ENSRNOG00000058217,AABR07041418.1
ENSRNOG00000058768,AABR07049038.1
ENSRNOG00000045572,AABR07028492.2
ENSRNOG00000049303,Marco
ENSRNOG00000005191,Trim44
ENSRNOG00000001428,Alkbh4
ENSRNOG00000052098,AABR07033234.1
ENSRNOG00000019684,Antkmt
ENSRNOG00000055541,AABR07052296.1
ENSRNOG00000060040,AC111421.1
ENSRNOG00000055142,Ect2l
ENSRNOG00000061691,LOC102550455
ENSRNOG00000057835,Gm27855
ENSRNOG00000060102,AABR07047586.1
ENSRNOG00000015052,Star
ENSRNOG00000005825,Lyz2
ENSRNOG00000055504,U2
ENSRNOG00000038148,Defb10
ENSRNOG00000001888,Arvcf
ENSRNOG00000040303,Cebpzos
ENSRNOG00000004456,Clhc1
ENSRNOG00000059065,U1
ENSRNOG00000051703,Metazoa_SRP
ENSRNOG00000057978,AABR07028997.1
ENSRNOG00000004402,Lpgat1
ENSRNOG00000047233,LOC100910070
ENSRNOG00000051796,U6
ENSRNOG00000039955,Samd3
ENSRNOG00000046515,St6gal2
ENSRNOG00000047392,Olr1422
ENSRNOG00000045621,Gatc
ENSRNOG00000049259,LOC102549842
ENSRNOG00000030188,LOC103693040
ENSRNOG00000051567,AABR07015994.1
ENSRNOG00000030314,Golgb1
ENSRNOG00000007405,Krba1
ENSRNOG00000024957,Dnali1
ENSRNOG00000053134,AABR07012012.1
ENSRNOG00000051581,AC121415.2
ENSRNOG00000025324,Spire1
ENSRNOG00000051404,AABR07014242.1
ENSRNOG00000001287,Gper1
ENSRNOG00000060946,Cask
ENSRNOG00000019110,Ocstamp
ENSRNOG00000058497,Fdxr
ENSRNOG00000056405,U1
ENSRNOG00000047618,LOC103690050
ENSRNOG00000027988,Zhx3
ENSRNOG00000016343,Dkk3
ENSRNOG00000000639,Ado
ENSRNOG00000008616,Ubr3
ENSRNOG00000011382,Wdr33
ENSRNOG00000015679,Dok4
ENSRNOG00000019181,Synpo
ENSRNOG00000010980,Proser1
ENSRNOG00000053311,AABR07065139.2
ENSRNOG00000042692,AABR07027750.1
ENSRNOG00000029644,Clec2l
ENSRNOG00000024899,Cxcl13
ENSRNOG00000019596,Smg9
ENSRNOG00000058382,Olr865
ENSRNOG00000007443,Jag1
ENSRNOG00000049459,AABR07011545.1
ENSRNOG00000009664,Ankrd42
ENSRNOG00000050134,LOC108348293
ENSRNOG00000057684,AABR07017649.1
ENSRNOG00000055718,AABR07030180.1
ENSRNOG00000010650,Plekhh1
ENSRNOG00000002046,Cd200r1l
ENSRNOG00000055629,U1
ENSRNOG00000059264,U6
ENSRNOG00000019194,Pitx3
ENSRNOG00000004292,Sptssa
ENSRNOG00000030983,B3galt5
ENSRNOG00000038437,LOC108350839
ENSRNOG00000006030,Ptprz1
ENSRNOG00000014405,Aprt
ENSRNOG00000019599,Olr230
ENSRNOG00000013287,Sall2
ENSRNOG00000012311,Slc35d3
ENSRNOG00000029223,Prss32
ENSRNOG00000021399,Cfap298
ENSRNOG00000029895,Olr752
ENSRNOG00000049297,Ccdc179
ENSRNOG00000038106,AABR07026424.1
ENSRNOG00000061225,AABR07060364.1
ENSRNOG00000039057,Klf8
ENSRNOG00000048397,Sephs2
ENSRNOG00000024346,Plet1
ENSRNOG00000042897,Nmrk2
ENSRNOG00000058580,Paip1
ENSRNOG00000003553,Efemp1
ENSRNOG00000000653,Nr5a2
ENSRNOG00000050552,AABR07053516.1
ENSRNOG00000051932,AABR07016635.1
ENSRNOG00000006622,Cry1
ENSRNOG00000058157,Ldlrad3
ENSRNOG00000056295,AABR07044850.1
ENSRNOG00000047810,AC128800.1
ENSRNOG00000018229,Slc45a1
ENSRNOG00000001466,LOC100361492
ENSRNOG00000056635,U1
ENSRNOG00000054913,AABR07060786.1
ENSRNOG00000061475,AABR07038284.1
ENSRNOG00000040214,AABR07059198.1
ENSRNOG00000051639,AABR07052550.2
ENSRNOG00000052693,AABR07006453.1
ENSRNOG00000020392,Stxbp3
ENSRNOG00000008706,Tbx3
ENSRNOG00000004940,Rnf215
ENSRNOG00000052508,AABR07061333.1
ENSRNOG00000033015,AC105604.1
ENSRNOG00000059132,AABR07054088.1
ENSRNOG00000010278,Il6
ENSRNOG00000032348,LOC103690996
ENSRNOG00000061058,Csde1
ENSRNOG00000011394,Kif3c
ENSRNOG00000062208,AABR07040766.1
ENSRNOG00000026712,AABR07040736.1
ENSRNOG00000055485,LOC100363531
ENSRNOG00000000466,Hsd17b8
ENSRNOG00000047186,Myot
ENSRNOG00000051344,Psme3
ENSRNOG00000051038,AABR07039075.2
ENSRNOG00000043414,Fcrl5
ENSRNOG00000018673,Sec22b
ENSRNOG00000037919,Chic1
ENSRNOG00000003008,AABR07039338.1
ENSRNOG00000020542,Krtcap2
ENSRNOG00000051178,AABR07039336.4
ENSRNOG00000062289,AABR07055846.2
ENSRNOG00000014811,Cyhr1
ENSRNOG00000022281,AABR07039329.1
ENSRNOG00000058775,Ly49s7
ENSRNOG00000021010,Arl2
ENSRNOG00000020539,Muc1
ENSRNOG00000000851,Bag6
ENSRNOG00000062092,AABR07050548.1
ENSRNOG00000062113,AABR07050545.2
ENSRNOG00000051150,Cntd1
ENSRNOG00000026740,LOC290876
ENSRNOG00000022323,Tcea1
ENSRNOG00000009154,Hmx1
ENSRNOG00000021133,Lsm14a
ENSRNOG00000003882,Cep350
ENSRNOG00000051273,AABR07038645.1
ENSRNOG00000047035,Fadd
ENSRNOG00000062089,AABR07058157.1
ENSRNOG00000029756,P2ry13
ENSRNOG00000048295,AABR07039229.2
ENSRNOG00000004500,Myc
ENSRNOG00000048929,AABR07044389.1
ENSRNOG00000051081,AABR07048439.1
ENSRNOG00000049727,LOC298111
ENSRNOG00000051028,AABR07036623.1
ENSRNOG00000043390,Samd12
ENSRNOG00000001135,Wsb2
ENSRNOG00000020027,Arhgef2
ENSRNOG00000019486,Trpv1
ENSRNOG00000002598,Hnf1b
ENSRNOG00000045779,AABR07039210.2
ENSRNOG00000011508,Zc3h12b
ENSRNOG00000009779,Krt8
ENSRNOG00000018068,Ndufs6
ENSRNOG00000030119,LOC108348053
ENSRNOG00000007489,Zfp41
ENSRNOG00000010330,Mark3
ENSRNOG00000019933,Ubqln4
ENSRNOG00000055020,AABR07038948.2
ENSRNOG00000003550,Acbd6
ENSRNOG00000013310,RGD1561635
ENSRNOG00000060523,AABR07044362.6
ENSRNOG00000051320,AABR07058450.1
ENSRNOG00000019338,Dll3
ENSRNOG00000011425,Ptpn3
ENSRNOG00000020332,Tnnt3
ENSRNOG00000023640,Rab25
ENSRNOG00000000983,Zfp394
ENSRNOG00000001992,Atp6v1a
ENSRNOG00000005934,Mlip
ENSRNOG00000003689,Nono
ENSRNOG00000062146,AC119762.7
ENSRNOG00000051212,AABR07038920.1
ENSRNOG00000037097,Wfdc18
ENSRNOG00000012681,Lgals9
ENSRNOG00000018858,Myct1
ENSRNOG00000038406,Tmem132b
ENSRNOG00000023593,Upf2
ENSRNOG00000014097,Psmd7
ENSRNOG00000062108,Tomm5
ENSRNOG00000019638,Lmna
ENSRNOG00000028996,Krt1
ENSRNOG00000062016,AABR07065175.2
ENSRNOG00000002069,Slc35a5
ENSRNOG00000062302,AC129101.1
ENSRNOG00000050420,Krt5
ENSRNOG00000009614,LOC300249
ENSRNOG00000051343,AC096895.2
ENSRNOG00000003789,RGD1564613
ENSRNOG00000062189,AABR07072470.1
ENSRNOG00000062082,AABR07051508.2
ENSRNOG00000030111,Cyp11b3
ENSRNOG00000060168,Prkx
ENSRNOG00000011142,Cyb5b
ENSRNOG00000013829,Chrna3
ENSRNOG00000019737,Sema4a
ENSRNOG00000062106,AABR07020663.1
ENSRNOG00000047745,AABR07035348.1
ENSRNOG00000062151,AC108616.1
ENSRNOG00000023285,AABR07061842.1
ENSRNOG00000051060,AABR07039184.1
ENSRNOG00000048743,AABR07018273.1
ENSRNOG00000015354,Aox1
ENSRNOG00000052721,Kdm6a
ENSRNOG00000050183,RT1-CE1
ENSRNOG00000000840,Atp6v1g2
ENSRNOG00000062265,AABR07034262.1
ENSRNOG00000061997,AABR07061839.1
ENSRNOG00000000969,Cyp3a18
ENSRNOG00000051336,AABR07049074.1
ENSRNOG00000062026,AC111575.1
ENSRNOG00000060847,Krtap2-1
ENSRNOG00000015794,Fam83d
ENSRNOG00000004133,Slc7a3
ENSRNOG00000010436,Zbtb17
ENSRNOG00000024766,Adgrf3
ENSRNOG00000026716,LOC100360449
ENSRNOG00000061962,AABR07035339.1
ENSRNOG00000000345,AABR07064998.1
ENSRNOG00000016147,Slc17a6
ENSRNOG00000045654,LOC108348108
ENSRNOG00000019578,Rps16
ENSRNOG00000010780,Dlc1
ENSRNOG00000056849,Kantr
ENSRNOG00000061130,Krtap2-4
ENSRNOG00000015633,Cul3
ENSRNOG00000062284,AABR07026015.1
ENSRNOG00000011791,Zfand4
ENSRNOG00000002141,Cd200
ENSRNOG00000026059,Paqr6
ENSRNOG00000045971,LOC100912317
ENSRNOG00000051167,Olr1222
ENSRNOG00000038337,AABR07064999.2
ENSRNOG00000002781,Kdsr
ENSRNOG00000021614,Kmt2e
ENSRNOG00000058393,Taf15
ENSRNOG00000046350,RGD1563818
ENSRNOG00000034110,Krtap4-3
ENSRNOG00000027660,AABR07030462.1
ENSRNOG00000061784,AABR07030464.2
ENSRNOG00000051088,LOC102550505
ENSRNOG00000051233,AABR07038870.2
ENSRNOG00000048256,Fam160a1
ENSRNOG00000001059,Usp42
ENSRNOG00000012274,Ddi2
ENSRNOG00000001065,Cyth3
ENSRNOG00000045941,Susd6
ENSRNOG00000043151,Cntln
ENSRNOG00000051162,AABR07038870.1
ENSRNOG00000048951,LOC100364500
ENSRNOG00000051349,AABR07015006.2
ENSRNOG00000000455,Tap2
ENSRNOG00000058068,Obscn
ENSRNOG00000052020,LOC103694556
ENSRNOG00000000826,Flot1
ENSRNOG00000029508,Slpil2
ENSRNOG00000005382,AABR07058423.1
ENSRNOG00000061782,Tspyl2
ENSRNOG00000010819,Hspa4l
ENSRNOG00000015921,Esco2
ENSRNOG00000062176,AABR07068152.1
ENSRNOG00000027719,AABR07068154.1
ENSRNOG00000047304,Btnl5
ENSRNOG00000002161,Tlr6
ENSRNOG00000062202,AABR07036022.1
ENSRNOG00000000931,Sfswap
ENSRNOG00000049280,Slpil3
ENSRNOG00000012726,Zbtb5
ENSRNOG00000062283,AABR07003492.2
ENSRNOG00000021507,Luzp2
ENSRNOG00000062246,AABR07003509.1
ENSRNOG00000060599,Gabrb3
ENSRNOG00000000774,Gabbr1
ENSRNOG00000010803,Gabra5
ENSRNOG00000062256,AABR07003510.2
ENSRNOG00000028324,AABR07003504.1
ENSRNOG00000014898,AABR07003500.1
ENSRNOG00000062187,AABR07003500.3
ENSRNOG00000014862,Gabrg3
ENSRNOG00000062215,AABR07003495.1
ENSRNOG00000062222,AABR07003492.1
ENSRNOG00000062306,Cyp4f17
ENSRNOG00000012993,LOC108348235
ENSRNOG00000042496,Cyp4f5
ENSRNOG00000060793,Eif2s3
ENSRNOG00000026803,LOC680396
ENSRNOG00000030477,LOC100910814
ENSRNOG00000058973,Atad2b
ENSRNOG00000018960,AABR07001382.1
ENSRNOG00000026794,AABR07030469.1
ENSRNOG00000059238,AABR07030469.3
ENSRNOG00000051265,AABR07058423.3
ENSRNOG00000019607,Bglap
ENSRNOG00000062179,AABR07002792.1
ENSRNOG00000031090,RT1-CE7
ENSRNOG00000000454,RT1-DOb
ENSRNOG00000037100,Heatr9
ENSRNOG00000053720,AC094348.4
ENSRNOG00000000837,Tnf
ENSRNOG00000000836,Ltb
ENSRNOG00000047966,Hspa1l
ENSRNOG00000057879,AABR07044408.2
ENSRNOG00000042701,LOC680428
ENSRNOG00000000841,Ddx39b
ENSRNOG00000015418,Klhl14
ENSRNOG00000043465,Arc
ENSRNOG00000061979,AC120096.2
ENSRNOG00000022163,LOC102555023
ENSRNOG00000051252,AABR07038873.1
ENSRNOG00000011753,AABR07030024.1
ENSRNOG00000050647,Hspa1b
ENSRNOG00000042736,LOC680442
ENSRNOG00000046699,Slpi
ENSRNOG00000058678,AABR07072810.1
ENSRNOG00000048725,Lsm2
ENSRNOG00000036838,Krtap31-1
ENSRNOG00000056193,AC108572.3
ENSRNOG00000039989,AABR07014177.1
ENSRNOG00000034254,Actb
ENSRNOG00000060983,AABR07011624.1
ENSRNOG00000061398,U1
ENSRNOG00000054973,Snora65
ENSRNOG00000013850,Hes5
ENSRNOG00000061243,AABR07027494.1
ENSRNOG00000053762,AC246523.1
ENSRNOG00000054936,AABR07045400.1
ENSRNOG00000059231,AC107153.1
ENSRNOG00000054504,AABR07001452.1
ENSRNOG00000046753,Mir6320
ENSRNOG00000053517,AABR07016586.1
ENSRNOG00000059819,AABR07030599.1
ENSRNOG00000051553,LOC103690980
ENSRNOG00000055896,U6
ENSRNOG00000056957,AABR07034669.2
ENSRNOG00000036498,Mir431
ENSRNOG00000053542,AABR07067469.1
ENSRNOG00000039574,LOC689569
ENSRNOG00000041787,Mir1903
ENSRNOG00000057833,AABR07037897.1
ENSRNOG00000052392,U12
ENSRNOG00000053063,AABR07059875.1
ENSRNOG00000009639,Zrsr1
ENSRNOG00000056607,Gm24373
ENSRNOG00000058589,AABR07046778.1
ENSRNOG00000058901,AABR07020774.1
ENSRNOG00000059470,7SK
ENSRNOG00000014672,Hs3st6
ENSRNOG00000057111,U2
ENSRNOG00000053621,Snord2
ENSRNOG00000056455,AABR07024885.1
ENSRNOG00000056846,LOC100909578
ENSRNOG00000060982,AABR07040332.1
ENSRNOG00000054656,AABR07061458.1
ENSRNOG00000057342,Gm22899
ENSRNOG00000058145,7SK
ENSRNOG00000014685,Nlrp6
ENSRNOG00000041287,AABR07018321.1
ENSRNOG00000059826,U6
ENSRNOG00000054645,U6
ENSRNOG00000051566,Metazoa_SRP
ENSRNOG00000054786,7SK
ENSRNOG00000060376,LOC100910237
ENSRNOG00000050763,AC127013.1
ENSRNOG00000060223,AABR07018115.3
ENSRNOG00000051724,AABR07032261.1
ENSRNOG00000058632,AABR07007409.1
ENSRNOG00000060862,AABR07036302.2
ENSRNOG00000028531,Ccl25
ENSRNOG00000056200,Gm25878
ENSRNOG00000055502,U1
ENSRNOG00000056319,U6
ENSRNOG00000035592,Mir106a
ENSRNOG00000057704,AABR07013207.1
ENSRNOG00000058380,U6
ENSRNOG00000057808,AABR07073350.2
ENSRNOG00000057770,Gm22193
ENSRNOG00000061810,AABR07062026.2
ENSRNOG00000056494,AABR07006718.1
ENSRNOG00000047763,Mir3547
ENSRNOG00000055830,AABR07001700.1
ENSRNOG00000056548,AABR07053885.1
ENSRNOG00000057870,AABR07056423.1
ENSRNOG00000059179,AABR07014125.2
ENSRNOG00000053855,AABR07043031.3
ENSRNOG00000058968,AABR07069840.1
ENSRNOG00000059722,5_8S_rRNA
ENSRNOG00000055359,AABR07012174.1
ENSRNOG00000058537,U6
ENSRNOG00000053951,U6
ENSRNOG00000058608,AABR07012613.1
ENSRNOG00000000902,Hsph1
ENSRNOG00000052717,AABR07049681.1
ENSRNOG00000046771,5S_rRNA
ENSRNOG00000051542,Gm22711
ENSRNOG00000059559,AC110474.3
ENSRNOG00000055884,U6
ENSRNOG00000051612,AABR07044570.2
ENSRNOG00000058455,AABR07045105.1
ENSRNOG00000054637,AC115371.3
ENSRNOG00000056824,7SK
ENSRNOG00000013647,Polm
ENSRNOG00000008372,Vamp7
ENSRNOG00000004608,Pam16
ENSRNOG00000023154,Defb21
ENSRNOG00000020488,Luc7l
ENSRNOG00000029490,Znf768
ENSRNOG00000036670,Tex19.1
ENSRNOG00000017912,Atp2a3
ENSRNOG00000038165,Pjvk
ENSRNOG00000057221,Scn3b
ENSRNOG00000056281,Hist1h2ail1
ENSRNOG00000046489,LOC100362690
ENSRNOG00000032039,Atp9b
ENSRNOG00000003661,Jpt1
ENSRNOG00000003723,Wdr26
ENSRNOG00000052372,AABR07053688.1
ENSRNOG00000029465,Slc26a10
ENSRNOG00000049876,Prkar1a
ENSRNOG00000037852,Pirt
ENSRNOG00000018993,Ilk
ENSRNOG00000028044,Rhox11
ENSRNOG00000017914,Cavin3
ENSRNOG00000013416,Arid3c
ENSRNOG00000024438,Bsx
ENSRNOG00000005114,Tmem74
ENSRNOG00000017839,Ercc1
ENSRNOG00000031317,AABR07064224.1
ENSRNOG00000003682,Hook2
ENSRNOG00000007918,Tbxas1
ENSRNOG00000032916,Prss2
ENSRNOG00000048251,Vom1r3
ENSRNOG00000008824,Vax1
ENSRNOG00000018375,Eif2b3
ENSRNOG00000057659,AABR07067080.1
ENSRNOG00000003705,Bmx
ENSRNOG00000014000,Kif2a
ENSRNOG00000056463,RGD1562508
ENSRNOG00000047616,AABR07001967.1
ENSRNOG00000002092,Hunk
ENSRNOG00000001055,Rilpl1
ENSRNOG00000030930,Samsn1
ENSRNOG00000053574,Tarbp1
ENSRNOG00000060278,Cpg1
ENSRNOG00000018561,Pprc1
ENSRNOG00000061240,AABR07070609.1
ENSRNOG00000002247,Nup54
ENSRNOG00000010410,Serpina3c
ENSRNOG00000009902,Lrrc46
ENSRNOG00000007231,Spam1
ENSRNOG00000061561,AABR07018373.1
ENSRNOG00000050825,LOC100910165
ENSRNOG00000005292,Trip11
ENSRNOG00000058859,AABR07031931.1
ENSRNOG00000056139,AABR07016621.1
ENSRNOG00000051406,7SK
ENSRNOG00000054835,AABR07043728.1
ENSRNOG00000055205,U2
ENSRNOG00000011108,Tsga13
ENSRNOG00000052560,AABR07008142.2
ENSRNOG00000052395,AABR07071395.1
ENSRNOG00000057145,AABR07020703.1
ENSRNOG00000055795,AABR07035832.1
ENSRNOG00000053870,U2
ENSRNOG00000056668,AABR07072995.1
ENSRNOG00000053797,AABR07006278.2
ENSRNOG00000051985,U4
ENSRNOG00000060124,AABR07008181.1
ENSRNOG00000055457,U6
ENSRNOG00000059531,U6
ENSRNOG00000051400,RNaseP_nuc
ENSRNOG00000060560,AC114502.1
ENSRNOG00000046684,Olr652
ENSRNOG00000020822,Atp8b2
ENSRNOG00000000411,Nus1
ENSRNOG00000056832,AABR07002682.1
ENSRNOG00000058713,U6
ENSRNOG00000058846,AABR07022620.1
ENSRNOG00000019552,Lsm7
ENSRNOG00000058317,Pnck
ENSRNOG00000012119,AABR07069282.1
ENSRNOG00000021261,Rassf2
ENSRNOG00000043306,AABR07040617.1
ENSRNOG00000050473,Rps27l
ENSRNOG00000057669,U6
ENSRNOG00000002484,Chrna9
ENSRNOG00000045759,AC135443.1
ENSRNOG00000025365,Ido2
ENSRNOG00000017051,Tmem110
ENSRNOG00000019963,Spats1
ENSRNOG00000046199,Vom1r80
ENSRNOG00000056934,AABR07065815.3
ENSRNOG00000056445,AABR07004530.1
ENSRNOG00000021831,Kcnrg
ENSRNOG00000011016,Slc7a2
ENSRNOG00000061789,AABR07017878.1
ENSRNOG00000049244,Sepsecs
ENSRNOG00000060891,U1
ENSRNOG00000033441,Lipi
ENSRNOG00000003302,Flcn
ENSRNOG00000040358,Mir666
ENSRNOG00000053658,AABR07044569.1
ENSRNOG00000059054,AABR07044036.1
ENSRNOG00000050646,Fem1a
ENSRNOG00000015306,Slc9a4
ENSRNOG00000056652,AC112739.1
ENSRNOG00000021170,Plekho1
ENSRNOG00000054679,AABR07047054.2
ENSRNOG00000059953,AABR07065656.10
ENSRNOG00000044353,5S_rRNA
ENSRNOG00000002714,Mettl22
ENSRNOG00000011659,Alpk3
ENSRNOG00000009681,Flot2
ENSRNOG00000053856,AC119496.1
ENSRNOG00000019811,LOC100362432
ENSRNOG00000030738,LOC100362040
ENSRNOG00000052838,AABR07063274.1
ENSRNOG00000055462,U1
ENSRNOG00000052334,RGD1304745
ENSRNOG00000035576,Mir27b
ENSRNOG00000049445,Klk15
ENSRNOG00000057049,AABR07043108.1
ENSRNOG00000058364,AABR07051515.1
ENSRNOG00000035583,Mir3546
ENSRNOG00000060919,Snord72
ENSRNOG00000008196,Parp12
ENSRNOG00000056584,U6
ENSRNOG00000019203,Eya2
ENSRNOG00000059035,AABR07032148.1
ENSRNOG00000052406,LOC102552527
ENSRNOG00000020423,Apc
ENSRNOG00000054545,AABR07010672.1
ENSRNOG00000052397,AC099150.1
ENSRNOG00000051513,Vom1r68
ENSRNOG00000056683,LOC100910893
ENSRNOG00000046448,Olr582
ENSRNOG00000042471,RGD1560324
ENSRNOG00000051761,7SK
ENSRNOG00000049256,Mir29b-3
ENSRNOG00000038471,LOC500148
ENSRNOG00000048609,LOC103690355
ENSRNOG00000056175,Olr1470
ENSRNOG00000054360,Tspan11
ENSRNOG00000059803,AABR07052452.1
ENSRNOG00000056013,AABR07065593.2
ENSRNOG00000036918,Etfbkmt
ENSRNOG00000053146,U1
ENSRNOG00000052505,U2
ENSRNOG00000057677,Rpl30l1
ENSRNOG00000028120,AABR07011698.1
ENSRNOG00000032441,Pan2
ENSRNOG00000045680,LOC100911402
ENSRNOG00000030389,Lrrc30
ENSRNOG00000019718,Galnt15
ENSRNOG00000005975,Rpl30
ENSRNOG00000004865,Pkd1l1
ENSRNOG00000058983,Gata5
ENSRNOG00000010658,LOC103691744
ENSRNOG00000026928,AABR07008097.1
ENSRNOG00000050198,Gzmbl1
ENSRNOG00000056617,Zswim8
ENSRNOG00000032728,LOC689230
ENSRNOG00000060513,AC107174.2
